No,Nama Sekolah,BP,Status,siswa_total,jumlah_guru,staf_total,jumlah_ruangan,daya_listrik,wilayah_total,skor_akreditasi,Lintang,Bujur,pca1,pca2,dbscanonly_kluster,PeningkatanDBSCAN_3klaster,skor_akreditasi_n,siswa_total_n,jumlah_ruangan_n,wilayah_total_n,daya_listrik_n,jumlah_guru_n,staf_total_n,skor_rekomendasi,peringkat
7236,UPT SMP NEGERI 4 BAEBUNTA,SMP,Negeri,0,16,6,0,2200,2580,80,-2.534753,120.447281,-0.479976483,-0.121440282,2,1,0.565217391,0,1,0.997283783,0.992438563,0.872,0.8125,62.89113261,3661
951,SD NEGERI 59 ULO,SD,Negeri,138,7,3,7,3500,4459,81,-4.555738,120.221259,-0.631519362,-0.072792556,2,1,0.52173913,0.086737901,0.920454545,0.995278372,0.987712665,0.944,0.90625,62.89063742,3662
5897,SD NEGERI 352 TOBARAKKA,SD,Negeri,40,3,3,7,5500,2305,80,-4.271799,119.84971,-1.144854821,-0.286557353,2,1,0.565217391,0.02514142,0.920454545,0.997577284,0.980442053,0.976,0.90625,62.89059681,3663
1346,SD NEGERI 196 MATTAMPAE,SD,Negeri,65,8,3,8,3500,1102,80,-4.687975,119.664112,-0.721439718,-0.073380548,2,1,0.565217391,0.040854808,0.909090909,0.998861217,0.987712665,0.936,0.90625,62.89020142,3664
5228,UPT SD NEGERI 203 INPRES BARUGAYA,SD,Negeri,48,7,3,7,2200,3400,80,-5.447834,119.484689,-0.898213754,-0.05784468,2,1,0.565217391,0.030169705,0.920454545,0.996408617,0.992438563,0.944,0.90625,62.88893291,3665
4041,SD NEGERI 34 BONTO SUA,SD,Negeri,111,6,1,7,2200,3681,81,-5.07829,119.667041,-1.079152529,0.013611761,2,1,0.52173913,0.069767442,0.920454545,0.996108713,0.992438563,0.952,0.96875,62.88477397,3666
6284,UPT SDI BARUMBUNG NO 131 KEPULAUAN SELAYAR,SD,Negeri,51,9,1,8,5500,3580,80,-6.254015,120.810954,-1.00786082,0.070103045,2,1,0.565217391,0.032055311,0.909090909,0.996216508,0.980442053,0.928,0.96875,62.88273604,3667
9091,SMKS KESEHATAN YAPI BONE,SMK,Swasta,0,6,0,0,5500,3963,81,-4.544001,120.224076,-2.024717458,0.300327933,2,1,0.52173913,0,1,0.995807741,0.980442053,0.952,1,62.88195527,3668
1251,SD INPRES 12/79 LEBBAE,SD,Negeri,45,6,3,7,1300,4621,80,-4.766615,120.120853,-0.777191931,-0.006121714,2,1,0.565217391,0.028284098,0.920454545,0.995105474,0.995710339,0.952,0.90625,62.87692843,3669
3818,SEKOLAH DASAR ISLAM TERPADU (SDIT AL HIKMAH),SD,Swasta,478,22,4,15,2200,587,83,-5.078964,119.435576,1.732856766,-0.635564757,2,1,0.434782609,0.300439975,0.829545455,0.999410864,0.992438563,0.824,0.875,62.87092019,3670
712,UPTD SD NEGERI 81 BARRU,SD,Negeri,42,9,2,7,3500,1781,80,-4.422096,119.63036,-1.040870898,-0.353491492,2,1,0.565217391,0.026398492,0.920454545,0.998136537,0.987712665,0.928,0.9375,62.8662529,3671
2064,SDN 185 BULO,SD,Negeri,57,9,2,8,2200,3846,80,-3.548692,119.756775,-0.865507118,-0.053235666,2,1,0.565217391,0.035826524,0.909090909,0.995932612,0.992438563,0.928,0.9375,62.85188204,3672
775,UPTD SD NEGERI 169 BARRU,SD,Negeri,49,10,2,7,5500,3870,80,-4.404494,119.624192,-0.702595176,0.075402139,2,1,0.565217391,0.03079824,0.920454545,0.995906998,0.980442053,0.92,0.9375,62.85169332,3673
7378,SMP NEGERI 1 ANDULAN SATU ATAP,SMP,Negeri,33,9,4,5,3500,1826,80,-2.596437,120.341016,-0.644272149,-0.014616659,2,1,0.565217391,0.020741672,0.943181818,0.998088509,0.987712665,0.928,0.875,62.8400668,3674
4658,SD Neg No 115 Annie,SD,Negeri,53,10,3,7,1300,3061,80,-5.121983,120.257967,-0.75522121,-0.112887602,2,1,0.565217391,0.033312382,0.920454545,0.996770424,0.995710339,0.92,0.90625,62.82885607,3675
4752,SD Neg No 94 Kanrung,SD,Negeri,51,10,3,7,1300,1575,80,-5.133462,120.257978,-0.761447513,-0.116087043,2,1,0.565217391,0.032055311,0.920454545,0.998356395,0.995710339,0.92,0.90625,62.81352734,3676
1157,SDIT AL AMIR FIL JANNAH,SD,Swasta,158,12,3,8,1300,1023,81,-4.27885,119.517509,-0.297416874,-0.217708617,2,1,0.52173913,0.099308611,0.909090909,0.998945532,0.995710339,0.904,0.90625,62.80963211,3677
5781,SD NEGERI 258 TEDDAOPU,SD,Negeri,144,10,3,7,3500,4684,81,-4.267422,120.089075,-0.477764175,-0.110911827,2,1,0.52173913,0.090509114,0.920454545,0.995038235,0.987712665,0.92,0.90625,62.80695922,3678
2504,UPT SD NEGERI 13 BINAMU,SD,Negeri,181,16,1,10,1300,4713,81,-5.761172,119.309369,-0.21599822,-0.19905516,2,1,0.52173913,0.113764928,0.886363636,0.995007284,0.995710339,0.872,0.96875,62.80515767,3679
3458,UPT SD NEGERI 053 LARA III,SD,Negeri,35,11,1,7,3500,2403,80,-2.552781,120.459909,-0.871317811,0.073960592,2,1,0.565217391,0.021998743,0.920454545,0.997472691,0.987712665,0.912,0.96875,62.78802613,3680
6327,SD NEGERI 63 PONJALAE BARU,SD,Negeri,328,16,5,11,2200,5845,82,-2.967142,120.136384,0.905758365,-0.457188997,2,1,0.47826087,0.206159648,0.875,0.993799128,0.992438563,0.872,0.84375,62.78237111,3681
5181,UPT SD NEGERI 118 INPRES BONTOLEBANG,SD,Negeri,159,8,4,8,1300,3186,81,-5.457439,119.490866,-0.12470738,-0.15362477,2,1,0.52173913,0.099937146,0.909090909,0.996637014,0.995710339,0.936,0.875,62.77738704,3682
254,UPT SPF SD INPRES KARUNRUNG,SD,Negeri,289,17,3,10,1300,2077,82,-5.142317,119.432505,0.446072421,-0.368885216,2,1,0.47826087,0.181646763,0.886363636,0.997820623,0.995710339,0.864,0.90625,62.77613944,3683
5206,UPT SDIP AL HIKMAH,SD,Swasta,250,11,1,10,1300,1393,82,-5.454624,119.499502,-0.249997704,-0.185403608,2,1,0.47826087,0.157133878,0.886363636,0.99855064,0.995710339,0.912,0.96875,62.77368073,3684
2705,UPT SD NEGERI 19 TURATEA,SD,Negeri,71,11,3,8,2200,4205,80,-5.558905,119.447548,-0.395670499,-0.07754661,2,1,0.565217391,0.044626021,0.909090909,0.99554946,0.992438563,0.912,0.90625,62.76225957,3685
4744,SD Neg No 61 Tadi,SD,Negeri,123,8,1,8,900,776,81,-5.120105,120.245827,-0.699602843,-0.006156564,2,1,0.52173913,0.077309868,0.909090909,0.999209149,0.997164461,0.936,0.96875,62.75820186,3686
3142,SD NEGERI 109 MAJALEJE,SD,Negeri,239,22,5,16,2200,1060,80,-2.601428,121.211904,1.288467112,-0.568891799,2,1,0.565217391,0.150219987,0.818181818,0.998906042,0.992438563,0.824,0.84375,62.7528477,3687
6362,SD NEGERI 40 LAPPO,SD,Negeri,39,8,2,7,5500,2512,80,-2.951432,120.160063,-1.004208618,0.048840586,2,1,0.565217391,0.024512885,0.920454545,0.997356358,0.980442053,0.936,0.9375,62.75054081,3688
8909,SMKS WIRA MANDIRI,SMK,Swasta,49,12,3,12,5500,3175,79,-4.360755,119.905999,-0.275042657,-0.125463789,2,1,0.608695652,0.03079824,0.863636364,0.996648754,0.980442053,0.904,0.90625,62.74992581,3689
4767,SD Neg No 27 Tondong,SD,Negeri,72,10,3,8,5500,4764,80,-5.122654,120.248519,-0.407466486,0.005991813,2,1,0.565217391,0.045254557,0.909090909,0.994952853,0.980442053,0.92,0.90625,62.73054957,3690
8078,UPT SPF SMP NEGERI 40 MAKASSAR,SMP,Negeri,717,52,16,22,5000,10000,82,-5.181382895,119.4623248,7.725777223,5.420762381,2,1,0.47826087,0.450659962,0.75,0.989364597,0.982259706,0.584,0.5,62.72931717,3691
6254,UPT SDN TENRO NO 35 KEPULAUAN SELAYAR,SD,Negeri,51,10,2,7,7700,6718,80,-6.454324,120.601306,-0.856523171,0.080832734,2,1,0.565217391,0.032055311,0.920454545,0.992867396,0.97244438,0.92,0.9375,62.72915968,3692
7096,SMPN 5 Satap Lk Tangaya,SMP,Negeri,57,7,2,3,2200,727,81,-4.824259,119.578795,-1.125783512,0.094139107,2,1,0.52173913,0.035826524,0.965909091,0.999261445,0.992438563,0.944,0.9375,62.7268573,3693
563,SD NEGERI 28 BANGKALA LOE,SD,Negeri,69,11,3,8,900,4925,80,-5.515022,119.962543,-0.412365915,-0.09975324,2,1,0.565217391,0.04336895,0.909090909,0.994781022,0.997164461,0.912,0.90625,62.7256086,3694
6836,UPT SMP BABUSSALAM,SMP,Swasta,75,14,4,7,5500,1140,80,-5.461148,119.489083,-0.317333918,-0.138877482,2,1,0.565217391,0.047140163,0.920454545,0.99882066,0.980442053,0.888,0.875,62.72410039,3695
657,UPTD SD NEGERI 7 BARRU,SD,Negeri,129,11,2,7,1300,3285,81,-4.404376,119.632641,-0.457836166,-0.063164956,2,1,0.52173913,0.081081081,0.920454545,0.996531354,0.995710339,0.912,0.9375,62.71624683,3696
7832,SMP NEGERI 2 LIBURENG,SMP,Negeri,118,12,6,9,3500,991,80,-4.550487,120.222063,0.335051637,-0.25129388,2,1,0.565217391,0.07416719,0.897727273,0.998979684,0.987712665,0.904,0.8125,62.71469354,3697
113,UPT SPF SD INPRES PARANG,SD,Negeri,224,15,2,7,1008,600,82,-5.1629,119.4171,-0.284518628,-0.610609858,2,1,0.47826087,0.140791955,0.920454545,0.999396989,0.996771848,0.88,0.9375,62.7114647,3698
7170,SMP IT YABUNURAH TODDOPULIA,SMP,Swasta,0,2,2,0,1300,3925,81,-4.994684,119.58901,-2.003453666,-0.180723458,2,1,0.52173913,0,1,0.995848297,0.995710339,0.984,0.9375,62.70924619,3699
2205,SD NEGERI PAREPARE,SD,Negeri,108,8,2,6,5500,848,81,-5.402044,119.912998,-0.882161216,0.024715172,2,1,0.52173913,0.067881835,0.931818182,0.999132305,0.980442053,0.936,0.9375,62.6988786,3700
4419,SD NEGERI 2 RAPPANG,SD,Negeri,253,16,4,13,1300,2813,81,-3.989508,120.193287,0.673579805,-0.428229914,2,1,0.52173913,0.159019485,0.852272727,0.997035108,0.995710339,0.872,0.875,62.69724034,3701
5400,UPT SD KRISTEN MAKALE 1,SD,Swasta,472,15,4,16,3500,2761,83,-3.070718,119.833295,1.483240913,-0.532677972,2,1,0.434782609,0.296668762,0.818181818,0.997090606,0.987712665,0.88,0.875,62.69096992,3702
8802,SMK KESEHATAN BAHARI,SMK,Swasta,24,4,2,7,1300,5713,80,-3.996291,119.682353,-1.265349089,0.024785826,2,1,0.565217391,0.015084852,0.920454545,0.993940008,0.995710339,0.968,0.9375,62.68580764,3703
7815,SMP NEGERI 3 AWANGPONE,SMP,Negeri,292,17,6,14,2200,1831,81,-4.549761,120.218416,1.415992753,-0.498459604,2,1,0.52173913,0.18353237,0.840909091,0.998083173,0.992438563,0.864,0.8125,62.68284911,3704
5082,SD NEGERI 48 LATAPPARENG,SD,Negeri,74,9,3,9,900,2504,80,-4.346322,119.903447,-0.600160851,-0.154311731,2,1,0.565217391,0.046511628,0.897727273,0.997364896,0.997164461,0.928,0.90625,62.66288365,3705
3885,SD NEGERI 22 SOREANG,SD,Negeri,106,9,2,6,900,2966,81,-5.092305,119.490771,-0.883459684,-0.076832477,2,1,0.52173913,0.066624764,0.931818182,0.996871815,0.997164461,0.928,0.9375,62.66015722,3706
4443,SD NEGERI 2 BENTENG,SD,Negeri,48,9,2,8,1300,3015,80,-3.660445,119.683646,-0.898585196,-0.069514942,2,1,0.565217391,0.030169705,0.909090909,0.996819518,0.995710339,0.928,0.9375,62.62036131,3707
7223,SMP AL IHSAN BATULOTONG,SMP,Swasta,32,2,1,3,1300,4623,81,-4.995209,119.575148,-1.780026341,0.150325566,2,1,0.52173913,0.020113136,0.965909091,0.995103339,0.995710339,0.984,0.96875,62.61944353,3708
9033,SMKS ISLAM ARRITHAH,SMK,Swasta,64,4,1,5,2200,675,81,-5.668576,119.742809,-1.447036399,0.087850403,2,1,0.52173913,0.040226273,0.943181818,0.999316944,0.992438563,0.968,0.96875,62.60439943,3709
6134,SD NEGERI 138 BENTENG,SD,Negeri,27,6,2,7,2200,4795,80,-3.67599,120.17458,-1.229815518,-0.33131848,2,1,0.565217391,0.016970459,0.920454545,0.994919768,0.992438563,0.952,0.9375,62.59607639,3710
2538,UPT SD NEGERI 11 BONTORAMBA,SD,Negeri,230,13,2,8,900,993,82,-5.740954,119.327004,-0.013403905,-0.169138688,2,1,0.47826087,0.144563168,0.909090909,0.99897755,0.997164461,0.896,0.9375,62.59018741,3711
8587,SMAN 10 PANGKAJENE DAN KEPULAUAN,SMA,Negeri,579,37,11,14,5500,3713,83,-4.838179,119.580305,3.755328788,-1.100970761,2,1,0.434782609,0.363922062,0.840909091,0.99607456,0.980442053,0.704,0.65625,62.5865924,3712
5385,UPT SDN 9 MENGKENDEK,SD,Negeri,120,8,2,7,3500,3941,81,-3.064501,119.84156,-0.670631167,-0.321298529,2,1,0.52173913,0.075424261,0.920454545,0.995831221,0.987712665,0.936,0.9375,62.57939458,3713
1413,SD INPRES 12/79 BELLU,SD,Negeri,44,9,3,7,1300,4373,80,-4.248831,120.309233,-0.824680398,-0.092923853,2,1,0.565217391,0.027655563,0.920454545,0.995370158,0.995710339,0.928,0.90625,62.57819043,3714
2956,SD NEGERI 375 LALONG SELATAN,SD,Negeri,298,11,3,12,2200,2739,82,-2.874778,120.37097,0.280875829,-0.658807343,2,1,0.47826087,0.187303583,0.863636364,0.997114086,0.992438563,0.912,0.90625,62.57516537,3715
5136,UPT SD NEGERI 201 INPRES PALEMBA,SD,Negeri,51,12,3,7,1300,3217,80,-5.449558,119.491458,-0.486929136,-0.08468728,2,1,0.565217391,0.032055311,0.920454545,0.996603929,0.995710339,0.904,0.90625,62.57468787,3716
579,SD NEGERI 12 ULUGALUNG,SD,Negeri,57,14,3,7,3500,1144,80,-5.519495,119.94748,-0.613524707,-0.467683046,2,1,0.565217391,0.035826524,0.920454545,0.998816391,0.987712665,0.888,0.90625,62.56948771,3717
7820,SMPN 9 WATAMPONE,SMP,Negeri,176,14,4,14,5500,2244,80,-4.542885,120.224185,0.658576606,-0.242111522,2,1,0.565217391,0.11062225,0.840909091,0.997642388,0.980442053,0.888,0.875,62.56925684,3718
4321,UPT SD NEGERI 256 PINRANG,SD,Negeri,128,6,2,8,5500,1023,81,-3.265532,119.852521,-0.577858792,0.061185234,2,1,0.52173913,0.080452546,0.909090909,0.998945532,0.980442053,0.952,0.9375,62.54966656,3719
6538,UPT SMPN BENTENG UTARA NO 4 KEPULAUAN SELAYAR,SMP,Negeri,304,38,10,14,1300,4833,80,-6.558822,120.775512,2.831639456,-1.001609399,2,1,0.565217391,0.191074796,0.840909091,0.994879211,0.995710339,0.696,0.6875,62.54770098,3720
5272,UPT SD NEGERI 179 INPRES BALANG,SD,Negeri,147,9,3,8,3500,3411,81,-5.457735,119.499154,-0.442092752,-0.120584817,2,1,0.52173913,0.09239472,0.909090909,0.996396877,0.987712665,0.928,0.90625,62.54759178,3721
850,SD NEGERI 5 MANURUNGE,SD,Negeri,41,9,3,7,2200,1863,80,-4.537346,120.229212,-0.643537392,-0.027828254,2,1,0.565217391,0.025769956,0.920454545,0.99804902,0.992438563,0.928,0.90625,62.52741381,3722
3158,SD NEGERI 176 KAYAA,SD,Negeri,188,10,3,11,900,1098,81,-2.595082,121.201013,-0.087425057,-0.256944695,2,1,0.52173913,0.118164676,0.875,0.998865486,0.997164461,0.92,0.90625,62.51743533,3723
8969,SMKS FARDILLAH,SMK,Swasta,204,10,4,5,5500,2891,82,-4.993311,119.586239,-0.2785253,-0.122871713,2,1,0.47826087,0.128221245,0.943181818,0.996951861,0.980442053,0.92,0.875,62.51568347,3724
2036,SD NEGERI 141 BULE,SD,Negeri,110,10,0,8,900,683,81,-3.554868,119.768682,-0.994964433,-0.033496437,2,1,0.52173913,0.069138906,0.909090909,0.999308405,0.997164461,0.92,1,62.50620658,3725
3001,SD NEGERI 347 LAMASI PANTAI,SD,Negeri,119,9,2,7,2200,4050,81,-2.583527,120.821063,-0.7609176,-0.0662692,2,1,0.52173913,0.074795726,0.920454545,0.995714888,0.992438563,0.928,0.9375,62.50524059,3726
497,SD NEGERI 76 BATU PAKKE,SD,Negeri,37,12,2,7,1300,2304,80,-5.515884,119.961236,-0.682597781,-0.03114054,2,1,0.565217391,0.023255814,0.920454545,0.997578351,0.995710339,0.904,0.9375,62.50044014,3727
5583,SD NEGERI 3 RANTEPAO,SD,Negeri,928,57,9,24,2200,2072,85,-2.966449,119.895017,6.031782913,-1.649170896,2,1,0.347826087,0.583280955,0.727272727,0.997825959,0.992438563,0.544,0.71875,62.49846041,3728
1694,SD NEGERI 103 KALIMPORO,SD,Negeri,164,7,7,7,1300,2411,81,-5.539096,120.040186,0.048079445,-0.326287923,2,1,0.52173913,0.103079824,0.920454545,0.997464153,0.995710339,0.944,0.78125,62.4826962,3729
1280,SD INPRES 3/77 ULAWENG RIAJA,SD,Negeri,35,7,3,7,2200,2747,80,-4.535698,120.057255,-1.149836533,-0.113155392,2,1,0.565217391,0.021998743,0.920454545,0.997105548,0.992438563,0.944,0.90625,62.48184023,3730
6136,SD NEGERI 143 MAKMUR,SD,Negeri,98,6,1,7,2200,3140,81,-4.063032,119.674008,-1.113886832,0.021815428,2,1,0.52173913,0.06159648,0.920454545,0.996686109,0.992438563,0.952,0.96875,62.47385772,3731
223,UPT SPF SD NEGERI TAMAMAUNG 1,SD,Negeri,362,16,4,9,1500,3655,83,-5.146968,119.433307,0.694271762,-0.41786051,2,1,0.434782609,0.227529855,0.897727273,0.996136462,0.994983278,0.872,0.875,62.47200437,3732
7914,UPTD SMP NEGERI SATAP 8 BARRU,SMP,Negeri,136,16,6,10,2200,1955,80,-4.406791,119.621795,0.629448336,-0.348829558,2,1,0.565217391,0.08548083,0.886363636,0.997950831,0.992438563,0.872,0.8125,62.47143227,3733
2421,SDS UMINDA TANAKARAENG,SD,Swasta,99,6,1,7,2200,4280,81,-5.438358,119.527402,-1.110425522,0.02508141,2,1,0.52173913,0.062225016,0.920454545,0.995469415,0.992438563,0.952,0.96875,62.46796889,3734
2043,SD NEGERI 68 BASSARAN,SD,Negeri,46,9,3,7,5500,4473,80,-3.551159,119.762698,-0.780766578,-0.008666347,2,1,0.565217391,0.028912634,0.920454545,0.99526343,0.980442053,0.928,0.90625,62.46641169,3735
4614,SD NEGERI 5 MOJONG,SD,Negeri,133,7,4,7,900,4811,81,-3.332064,120.091849,-0.511389176,-0.171198266,2,1,0.52173913,0.083595223,0.920454545,0.994902691,0.997164461,0.944,0.875,62.46445062,3736
388,UPT SPF SD NEGERI BALANG BARU 1,SD,Negeri,347,17,4,8,2200,500,83,-5.144912,119.429263,0.630065794,-0.400890662,2,1,0.434782609,0.218101823,0.909090909,0.999503717,0.992438563,0.864,0.875,62.45711288,3737
4806,SD Neg No 97 Arango,SD,Negeri,155,10,4,8,2200,2257,81,-5.133029,120.260014,-0.035459841,-0.156363661,2,1,0.52173913,0.097423004,0.909090909,0.997628513,0.992438563,0.92,0.875,62.45682376,3738
3573,SD IT YAFAT BAJI ARENG,SD,Swasta,57,1,0,6,2200,2507,81,-5.005668,119.581072,-1.686055733,0.162888826,2,1,0.52173913,0.035826524,0.931818182,0.997361694,0.992438563,0.992,1,62.44851551,3739
5580,UPT SDN 9 SANGALLA UTARA,SD,Negeri,62,10,2,9,2200,3458,80,-3.061586,119.826159,-0.732039444,-0.083735879,2,1,0.565217391,0.038969202,0.897727273,0.996346715,0.992438563,0.92,0.9375,62.44557766,3740
6800,UPT SMPN 1 SANGALLA,SMP,Negeri,277,23,6,18,3500,3441,80,-3.069685,119.84438,1.866422152,-0.941569656,2,1,0.565217391,0.174104337,0.795454545,0.996364859,0.987712665,0.816,0.8125,62.43769698,3741
5851,SD NEGERI 246 LAPAUKKE,SD,Negeri,45,5,4,7,5500,4735,80,-4.241958,120.049417,-0.808704555,-0.006393597,2,1,0.565217391,0.028284098,0.920454545,0.994983804,0.980442053,0.96,0.875,62.43300558,3742
4728,SD Neg No 177 Topisi,SD,Negeri,40,6,4,7,2200,1335,80,-5.116304,120.249704,-0.626249275,-0.04038691,2,1,0.565217391,0.02514142,0.920454545,0.998612542,0.992438563,0.952,0.875,62.42958591,3743
6670,SMP ADVENT TORAJA,SMP,Swasta,61,5,1,5,1300,1325,81,-2.966052,119.89978,-1.489237333,-0.28580526,2,1,0.52173913,0.038340666,0.943181818,0.998623214,0.995710339,0.96,0.96875,62.42910511,3744
4954,SD NEGERI 8 MACCOPE,SD,Negeri,137,12,3,7,5500,1346,81,-4.346675,119.900694,-0.194632152,-0.043576863,2,1,0.52173913,0.086109365,0.920454545,0.998600802,0.980442053,0.904,0.90625,62.42386537,3745
6864,SMP NEGERI 4 MARIORIWAWO,SMP,Negeri,56,9,2,9,900,2688,80,-4.361263,119.90883,-0.877988032,-0.442380899,2,1,0.565217391,0.035197989,0.897727273,0.997168518,0.997164461,0.928,0.9375,62.41906683,3746
1098,SD INPRES 5/81 UNRA,SD,Negeri,58,8,4,8,900,960,80,-4.931054,120.128227,-0.6063463,-0.169167639,2,1,0.565217391,0.03645506,0.909090909,0.99901277,0.997164461,0.936,0.875,62.41481999,3747
3244,SD NEGERI 173 KERTORAHARJO,SD,Negeri,121,7,3,7,1300,4764,81,-2.601799,121.203315,-0.697173152,-0.106441288,2,1,0.52173913,0.076052797,0.920454545,0.994952853,0.995710339,0.944,0.90625,62.41008599,3748
8421,SMAS IT AL FITYAN SCHOOL,SMA,Swasta,352,26,2,20,900,593,81,-5.290375,119.751949,1.598904315,-0.624881672,2,1,0.52173913,0.2212445,0.772727273,0.99940446,0.997164461,0.792,0.9375,62.40650825,3749
8156,SMP ISLAM MESJID RAYA,SMP,Swasta,87,6,6,9,330,86,80,-5.1305,119.4196,-0.315632085,-0.669315227,2,1,0.565217391,0.05468259,0.897727273,0.999945569,0.999236586,0.952,0.8125,62.40166852,3750
7162,UPTD SMPN 28  SATAP SALENRANG,SMP,Negeri,182,11,5,9,900,4059,81,-4.991799,119.576021,0.303761343,-0.268789971,2,1,0.52173913,0.114393463,0.897727273,0.995705282,0.997164461,0.912,0.84375,62.3993972,3751
3890,SD NEGERI 27 SAMAELO,SD,Negeri,130,9,3,7,5500,3415,81,-5.25143,119.702944,-0.54435155,-0.057527497,2,1,0.52173913,0.081709617,0.920454545,0.996392608,0.980442053,0.928,0.90625,62.39619901,3752
4875,SD NEGERI 141 CENNAE,SD,Negeri,43,9,3,7,5500,4059,80,-4.360722,119.905764,-0.606547957,0.044894088,2,1,0.565217391,0.027027027,0.920454545,0.995705282,0.980442053,0.928,0.90625,62.38145629,3753
4020,SD NEGERI 3 TONASA,SD,Negeri,127,9,3,13,3500,1124,80,-5.162644,119.380039,-0.136809187,-0.194286506,2,1,0.565217391,0.07982401,0.852272727,0.998837737,0.987712665,0.928,0.90625,62.37936224,3754
114,UPT SPF SD INPRES SAMBUNG JAWA 1,SD,Negeri,349,17,6,7,620,200,83,-5.172,119.4062,0.782434161,-0.896782178,2,1,0.434782609,0.219358894,0.920454545,0.9998239,0.998182347,0.864,0.8125,62.37834062,3755
8556,SMAS IT ALHIKMAH AMANAH UMMAH MAROS,SMA,Swasta,70,6,1,5,5500,3755,81,-5.006951,119.576968,-1.30701015,0.137872089,2,1,0.52173913,0.043997486,0.943181818,0.996029734,0.980442053,0.952,0.96875,62.37759841,3756
3745,UPTD SDN 138 INPRES PUCA,SD,Negeri,117,8,2,7,5500,4533,81,-5.005868,119.576312,-0.588036444,0.06951493,2,1,0.52173913,0.073538655,0.920454545,0.995199394,0.980442053,0.936,0.9375,62.37703621,3757
207,UPT SPF SD INPRES TELLO BARU,SD,Negeri,317,17,3,7,1000,336,83,-5.148217,119.427151,0.305906966,-0.347911874,2,1,0.434782609,0.199245757,0.920454545,0.99967875,0.996800931,0.864,0.90625,62.37196306,3758
6043,SD NEGERI 116 PANTAI TIMUR,SD,Negeri,117,7,3,7,2200,1202,81,-3.653542,120.108248,-0.702178535,-0.098617578,2,1,0.52173913,0.073538655,0.920454545,0.998754489,0.992438563,0.944,0.90625,62.36219395,3759
7873,SMP NEGERI 2 PALAKKA,SMP,Negeri,113,11,4,11,1300,3975,80,-4.553192,120.213424,0.090223473,-0.210002097,2,1,0.565217391,0.071024513,0.875,0.995794934,0.995710339,0.912,0.875,62.35781409,3760
5839,SD NEGERI 392 TUA,SD,Negeri,50,5,1,4,3500,4711,81,-4.122813,119.609239,-1.499235311,0.136130019,2,1,0.52173913,0.031426776,0.954545455,0.995009419,0.987712665,0.96,0.96875,62.35212619,3761
5182,UPT SD NEGERI 120 INPRES TAMALATE,SD,Negeri,258,13,1,11,1300,1765,82,-5.452552,119.487987,-0.062129007,-0.226879902,2,1,0.47826087,0.162162162,0.875,0.998153613,0.995710339,0.896,0.96875,62.34912803,3762
6547,UPT SMPN MANARAI NO 18 KEPULAUAN SELAYAR,SMP,Negeri,134,19,6,9,5500,6011,80,-6.05843,120.985606,0.538181079,-0.337657902,2,1,0.565217391,0.084223759,0.897727273,0.99362196,0.980442053,0.848,0.8125,62.34898972,3763
411,SD KARTIKA IX2 ARMED MAKASSAR,SD,Swasta,107,7,1,8,690,360,81,-5.156045,119.440398,-0.984960412,-0.049103634,2,1,0.52173913,0.0672533,0.909090909,0.999653135,0.997927876,0.944,0.96875,62.34404209,3764
501,SD INPRES BATEBALLA,SD,Negeri,134,12,3,7,3500,3290,81,-5.521249,119.962203,-0.41362328,-0.13212608,2,1,0.52173913,0.084223759,0.920454545,0.996526018,0.987712665,0.904,0.90625,62.34146929,3765
6600,SMP NEGERI 3 PITUMPANUA,SMP,Negeri,220,17,8,14,3500,4249,80,-3.850799,120.291231,1.345990424,-0.576942762,2,1,0.565217391,0.138277813,0.840909091,0.9955025,0.987712665,0.864,0.75,62.33500317,3766
2546,UPT SD NEGERI 2 BONTORAMBA,SD,Negeri,198,9,2,7,2200,1129,82,-5.75061,119.54316,-0.417445449,-0.410077654,2,1,0.47826087,0.124450031,0.920454545,0.9988324,0.992438563,0.928,0.9375,62.33348065,3767
4961,SD NEGERI 105 SUMPANG ALEE,SD,Negeri,42,7,4,7,2200,3694,80,-4.349346,119.906155,-0.75631273,-0.099952511,2,1,0.565217391,0.026398492,0.920454545,0.996094838,0.992438563,0.944,0.875,62.32371967,3768
4201,UPT SD NEGERI 194 PINRANG,SD,Negeri,96,7,1,7,900,4667,81,-3.556768,119.937883,-1.084495198,-0.010781258,2,1,0.52173913,0.060339409,0.920454545,0.995056379,0.997164461,0.944,0.96875,62.31826496,3769
6509,SMP NEGERI 14 PALOPO,SMP,Negeri,201,18,4,10,1300,1839,81,-2.882003,120.141099,0.401392873,-0.381717379,2,1,0.52173913,0.126335638,0.886363636,0.998074635,0.995710339,0.856,0.875,62.3100876,3770
2787,UPT SD NEGERI 7 BATANG,SD,Negeri,106,12,2,6,1300,4915,81,-5.781795,119.55369,-0.812367619,-0.441450419,2,1,0.52173913,0.066624764,0.931818182,0.994791694,0.995710339,0.904,0.9375,62.30283364,3771
6103,SD NEGERI 216 DUALIMPOE,SD,Negeri,105,10,1,7,3500,2921,81,-4.256324,119.972514,-0.899404295,-0.001003446,2,1,0.52173913,0.065996229,0.920454545,0.996919842,0.987712665,0.92,0.96875,62.29298686,3772
3535,UPTD SDN 228 INPRES SALU,SD,Negeri,115,8,3,7,900,548,81,-4.99362,119.573292,-0.481277763,-0.086676974,2,1,0.52173913,0.072281584,0.920454545,0.999452488,0.997164461,0.936,0.90625,62.28105839,3773
