No,Nama Sekolah,BP,Status,siswa_total,jumlah_guru,staf_total,jumlah_ruangan,daya_listrik,wilayah_total,skor_akreditasi,Lintang,Bujur,pca1,pca2,dbscanonly_kluster,PeningkatanDBSCAN_3klaster,skor_akreditasi_n,siswa_total_n,jumlah_ruangan_n,wilayah_total_n,daya_listrik_n,jumlah_guru_n,staf_total_n,skor_rekomendasi,peringkat
3191,SD NEGERI 147 WONOREJO,SD,Negeri,190,14,2,11,5500,4579,81,-2.59467,121.19817,0.10914646,-0.447416186,2,1,0.52173913,0.119421747,0.875,0.995150299,0.980442053,0.888,0.9375,62.26505278,3774
3775,SD NEGERI 31 BINANGA POLO,SD,Negeri,118,10,1,8,2200,3603,81,-5.400495,119.516698,-0.801804851,-0.048788528,2,1,0.52173913,0.07416719,0.909090909,0.99619196,0.992438563,0.92,0.96875,62.25977097,3775
2059,SD NEGERI 158 MUNDAN,SD,Negeri,121,12,1,8,2200,1346,81,-3.553946,119.762942,-0.703401852,-0.080747441,2,1,0.52173913,0.076052797,0.909090909,0.998600802,0.992438563,0.904,0.96875,62.25312846,3776
7451,SMP NEGERI 1 LEWANDI SATAP,SMP,Negeri,156,18,4,7,2200,2280,81,-2.595952,120.326554,0.065750568,-0.29171974,2,1,0.52173913,0.09805154,0.920454545,0.997603966,0.992438563,0.856,0.875,62.25124232,3777
7110,SMPN SATAP 12 LIUKANG KALMAS,SMP,Negeri,87,9,4,4,3500,1740,81,-4.833474,119.577783,-0.550694366,-0.024366739,2,1,0.52173913,0.05468259,0.954545455,0.998180295,0.987712665,0.928,0.875,62.23908845,3778
8347,SMA PESANTREN PUTRI ALMANAWWARAH,SMA,Swasta,25,8,4,6,900,3334,80,-4.538752,120.2247,-0.921690694,-0.495217194,2,1,0.565217391,0.015713388,0.931818182,0.996479057,0.997164461,0.936,0.875,62.23040944,3779
217,UPT SPF SD NEGERI PANAIKANG 1,SD,Negeri,436,22,2,9,3500,371,84,-5.149871,119.429197,0.88121849,-0.399605097,2,1,0.391304348,0.274041483,0.897727273,0.999641395,0.987712665,0.824,0.9375,62.23007681,3780
1589,SD NEGERI 77 BONTOBAJU,SD,Negeri,50,7,2,3,5500,4739,81,-5.244884,120.184445,-1.304980464,0.125226003,2,1,0.52173913,0.031426776,0.965909091,0.994979535,0.980442053,0.944,0.9375,62.22163647,3781
7073,SMPN 4 Satap Labakkang,SMP,Negeri,134,16,4,6,1300,2990,81,-4.821406,119.571167,-0.167695248,-0.258902696,2,1,0.52173913,0.084223759,0.931818182,0.9968462,0.995710339,0.872,0.875,62.2138181,3782
975,SD INPRES 5/81 KADAI,SD,Negeri,44,8,4,7,5500,2558,80,-4.5495,120.219435,-0.67558072,-0.04941377,2,1,0.565217391,0.027655563,0.920454545,0.997307263,0.980442053,0.936,0.875,62.20012174,3783
5152,UPT SD NEGERI 110 INPRES MATTOMPODALLE,SD,Negeri,120,8,2,8,2200,2404,81,-5.442913,119.498813,-0.731062831,-0.07707284,2,1,0.52173913,0.075424261,0.909090909,0.997471624,0.992438563,0.936,0.9375,62.1925477,3784
723,UPTD SD NEGERI 92 BARRU,SD,Negeri,33,10,3,7,1300,2386,80,-4.403895,119.638103,-0.627668314,-0.054163502,2,1,0.565217391,0.020741672,0.920454545,0.997490835,0.995710339,0.92,0.90625,62.19130689,3785
2575,UPT SD NEGERI 2 BANGKALA,SD,Negeri,217,13,3,7,1300,3981,82,-5.539207,119.587771,-0.153162635,-0.231535759,2,1,0.47826087,0.136392206,0.920454545,0.99578853,0.995710339,0.896,0.90625,62.17849125,3786
6395,UPTD SD NEGERI 78 PAREPARE,SD,Negeri,123,12,1,8,3500,4054,81,-4.009824,119.658618,-0.684421479,-0.046968734,2,1,0.52173913,0.077309868,0.909090909,0.995710619,0.987712665,0.904,0.96875,62.17275088,3787
3228,SDN No 210 MALIOWO,SD,Negeri,174,13,3,10,3500,1097,81,-2.582826,121.216173,0.155921059,-0.15969456,2,1,0.52173913,0.109365179,0.886363636,0.998866553,0.987712665,0.896,0.90625,62.16620965,3788
5598,SD NEGERI 14 Sadan,SD,Negeri,83,8,5,9,3500,4470,80,-2.96772,119.895236,-0.28166053,-0.184576845,2,1,0.565217391,0.052168448,0.897727273,0.995266632,0.987712665,0.936,0.84375,62.16245102,3789
1237,SD NEGERI 76 WATU,SD,Negeri,147,6,4,9,1300,630,81,-4.35244,120.073415,-0.369928218,-0.20306357,2,1,0.52173913,0.09239472,0.897727273,0.999364971,0.995710339,0.952,0.875,62.15776679,3790
5395,UPT SDN 6 MAKALE,SD,Negeri,110,7,0,9,3500,1458,81,-3.063433,119.842924,-0.839961907,0.097963337,2,1,0.52173913,0.069138906,0.897727273,0.998481267,0.987712665,0.944,1,62.15263984,3791
4488,UPT SD NEGERI 2 BELAWAE,SD,Negeri,92,7,1,7,2200,4103,81,-3.777704,119.623337,-1.083702931,0.015981964,2,1,0.52173913,0.057825267,0.920454545,0.995658322,0.992438563,0.944,0.96875,62.15141234,3792
8782,SMAS MUHAMMADIYAH BOARDING SCHOOL (MBS) PALOPO,SMA,Swasta,64,13,2,9,2200,6278,80,-2.958046,120.104105,-0.587277609,-0.110643961,2,1,0.565217391,0.040226273,0.897727273,0.993336998,0.992438563,0.896,0.9375,62.14119011,3793
8779,SMAS DATOK SULAIMAN,SMA,Swasta,424,39,4,27,2200,4102,80,-2.967134,120.205153,3.227916791,-0.979766658,2,1,0.565217391,0.266499057,0.693181818,0.99565939,0.992438563,0.688,0.875,62.13644664,3794
3253,SD NEGERI 151 KALAENA KIRI I,SD,Negeri,63,10,3,9,1300,4241,80,-2.601287,121.214839,-0.396310768,-0.091413291,2,1,0.565217391,0.039597737,0.897727273,0.995511038,0.995710339,0.92,0.90625,62.13225459,3795
5800,SDA 9 TAE TEMPE,SD,Swasta,183,10,1,7,900,2047,82,-3.96921,120.18978,-0.774960681,-0.446072136,2,1,0.47826087,0.115021999,0.920454545,0.997852641,0.997164461,0.92,0.96875,62.12629156,3796
6572,UPT SMPN SATAP LAMBEGO NO 32 KEPULAUAN SELAYAR,SMP,Negeri,41,14,4,6,1300,5324,80,-6.17504,120.508377,-0.519923613,-0.180452325,2,1,0.565217391,0.025769956,0.931818182,0.994355179,0.995710339,0.888,0.875,62.12598574,3797
3582,UPTD SDN 196 SUDIRMAN,SD,Negeri,148,10,3,9,900,2832,81,-4.997016,119.589445,-0.149893904,-0.14807221,2,1,0.52173913,0.093023256,0.897727273,0.99701483,0.997164461,0.92,0.90625,62.12366619,3798
8643,SMAN 3 SIDENRENG RAPPANG,SMA,Negeri,975,57,7,35,2200,4887,84,-5.119537,120.256255,6.651820121,-1.737470804,2,1,0.391304348,0.612822124,0.602272727,0.994821578,0.992438563,0.544,0.78125,62.12319531,3799
6075,SD NEGERI 400 INRELLO,SD,Negeri,90,7,1,7,1300,4199,81,-4.204405,119.703476,-1.097257318,-0.000779637,2,1,0.52173913,0.056568196,0.920454545,0.995555864,0.995710339,0.944,0.96875,62.11945229,3800
9066,SMKS 45 KALOSI,SMK,Swasta,214,17,6,10,900,2287,81,-3.566498,119.755039,0.702484294,-0.478838096,2,1,0.52173913,0.1345066,0.886363636,0.997596495,0.997164461,0.864,0.8125,62.11818528,3801
2356,SD NEGERI BONGKILEMBA,SD,Negeri,75,7,1,6,900,4684,81,-5.059427,119.64122,-1.286904227,-0.328807667,2,1,0.52173913,0.047140163,0.931818182,0.995038235,0.997164461,0.944,0.96875,62.1173689,3802
7397,SMP HARAPAN LAMASI,SMP,Swasta,22,4,1,9,2200,1011,80,-2.604343,120.338863,-1.273847063,0.049190432,2,1,0.565217391,0.013827781,0.897727273,0.998958339,0.992438563,0.968,0.96875,62.11327791,3803
2313,SD NEGERI LOMBASANG,SD,Negeri,117,9,3,7,2200,3143,81,-5.335772,119.632065,-0.609385909,-0.116510781,2,1,0.52173913,0.073538655,0.920454545,0.996682907,0.992438563,0.928,0.90625,62.11314691,3804
1788,SD NEGERI 48 GANTING,SD,Negeri,103,10,1,7,5500,3979,81,-5.337778,119.962213,-0.885476216,0.045502472,2,1,0.52173913,0.064739158,0.920454545,0.995790665,0.980442053,0.92,0.96875,62.10774937,3805
4084,UPT SD NEGERI 186 PINRANG,SD,Negeri,170,14,0,12,900,1911,81,-3.45276,119.965565,-0.158382068,-0.115491439,2,1,0.52173913,0.106851037,0.863636364,0.997997791,0.997164461,0.888,1,62.10726859,3806
5567,UPT SDN 5 KURRA,SD,Negeri,118,10,3,7,2200,1912,81,-3.07229,119.838675,-0.36848729,-0.079844282,2,1,0.52173913,0.07416719,0.920454545,0.997996723,0.992438563,0.92,0.90625,62.09681008,3807
6438,UPTD SD NEGERI 17 PAREPARE,SD,Negeri,138,9,3,8,5500,5567,81,-4.015995,119.683664,-0.446659281,-0.068165491,2,1,0.52173913,0.086737901,0.909090909,0.994095831,0.980442053,0.928,0.90625,62.09366209,3808
8,UPT SPF SD INPRES LAIKANG,SD,Negeri,654,23,6,15,1300,2542,85,-5.095831785,119.5326686,4.109878633,6.217601874,2,1,0.347826087,0.411062225,0.829545455,0.99732434,0.995710339,0.816,0.8125,62.08774018,3809
2984,SD NEGERI 631 RUMAJU 2,SD,Negeri,212,10,2,8,5500,1301,82,-2.886862,120.05349,-0.228394998,-0.373410792,2,1,0.47826087,0.133249529,0.909090909,0.998648829,0.980442053,0.92,0.9375,62.06827773,3810
3147,SD NEGERI 114 BATANGNGE,SD,Negeri,161,13,5,8,900,2626,81,-2.583142,121.209093,0.070761953,-0.321422127,2,1,0.52173913,0.101194217,0.909090909,0.997234689,0.997164461,0.896,0.84375,62.0652195,3811
3988,SD NEGERI 41 SABANGKO,SD,Negeri,31,8,1,3,900,4317,81,-5.2998,119.499369,-1.512223447,0.068300765,2,1,0.52173913,0.019484601,0.965909091,0.995429925,0.997164461,0.936,0.96875,62.0651226,3812
8903,SMKN 1 SOPPENG,SMK,Negeri,733,82,12,40,900,4584,79,-5.443397,119.499162,8.238253598,-2.248050596,2,1,0.608695652,0.46071653,0.545454545,0.995144963,0.997164461,0.344,0.625,62.06214705,3813
1864,SD NEGERI 164 PANASSANG,SD,Negeri,44,9,4,7,5500,4068,80,-3.552826,119.762003,-0.628598815,-0.055599331,2,1,0.565217391,0.027655563,0.920454545,0.995695677,0.980442053,0.928,0.875,62.05718022,3814
8883,SMKS ANDIKA MEBALI,SMK,Swasta,676,28,3,35,3500,4253,82,-2.977967,119.897225,3.873842578,-1.031283716,2,1,0.47826087,0.424890006,0.602272727,0.995498231,0.987712665,0.776,0.90625,62.05498076,3815
458,UPT SPF SD NEGERI KODINGARENG,SD,Negeri,502,27,6,10,2200,1500,84,-5.149,119.2649,1.902982838,-1.10258824,2,1,0.391304348,0.315524827,0.886363636,0.998436441,0.992438563,0.784,0.8125,62.04722036,3816
9137,SMKS NURUL QALAM MAKASSAR,SMK,Swasta,137,12,3,8,2200,1984,81,-5.105930787,119.5202023,1.18336301,6.888161259,2,1,0.52173913,0.086109365,0.909090909,0.99791988,0.992438563,0.904,0.90625,62.04582525,3817
4684,SD Neg No 47 Joalampe,SD,Negeri,164,8,4,10,1300,553,81,-5.125002,120.254511,-0.157208979,-0.246896866,2,1,0.52173913,0.103079824,0.886363636,0.999447151,0.995710339,0.936,0.875,62.04580937,3818
6921,UPTD SMP NEGERI 8 SINJAI,SMP,Negeri,186,11,5,16,1300,1113,80,-5.13248,120.257012,0.631935338,-0.434892161,2,1,0.565217391,0.116907605,0.818181818,0.998849477,0.995710339,0.912,0.84375,62.04315112,3819
8517,SMAN 11 LUWU TIMUR,SMA,Negeri,340,19,2,21,2200,2389,81,-2.596893,121.207142,1.333514027,-0.516859594,2,1,0.52173913,0.213702074,0.761363636,0.997487633,0.992438563,0.848,0.9375,62.04128462,3820
4624,SD Neg No 104 Kalaka,SD,Negeri,35,10,3,7,5500,3654,80,-5.132126,120.252688,-0.582092612,0.038220003,2,1,0.565217391,0.021998743,0.920454545,0.996137529,0.980442053,0.92,0.90625,62.03965377,3821
7295,SMP ISLAM RIYADLUL BADIAH,SMP,Swasta,95,13,3,5,1300,3515,81,-2.535752,120.449236,-0.641953005,-0.137967353,2,1,0.52173913,0.059710874,0.943181818,0.99628588,0.995710339,0.896,0.90625,62.032219,3822
5665,SD NEGERI 8 NANGGALA,SD,Negeri,112,11,3,12,5500,3482,80,-2.964714,119.901577,0.042344891,-0.093681258,2,1,0.565217391,0.070395977,0.863636364,0.996321101,0.980442053,0.912,0.90625,62.03088232,3823
4352,UPT SD NEGERI 235 LANRISANG,SD,Negeri,96,8,1,7,5500,4946,81,-3.200368,119.982595,-0.802138018,0.129273816,2,1,0.52173913,0.060339409,0.920454545,0.994758609,0.980442053,0.936,0.96875,62.0263126,3824
6230,UPT SDN PALEMBA NO 21 KEPULAUAN SELAYAR,SD,Negeri,116,14,2,7,1300,3073,81,-6.377553,120.391384,-0.548228597,-0.142848738,2,1,0.52173913,0.072910119,0.920454545,0.996757616,0.995710339,0.888,0.9375,62.01992402,3825
1639,SD NEGERI 226 BALLEANGING,SD,Negeri,97,7,3,6,5500,2329,81,-5.573981,120.038389,-0.605210393,0.055712145,2,1,0.52173913,0.060967945,0.931818182,0.997551669,0.980442053,0.944,0.90625,62.0193857,3826
8072,SMPIT RAFFASYAH BAITUL MAKMUR,SMP,Swasta,0,11,2,0,900,528,81,0,0,-1.605008594,-0.345180433,2,1,0.52173913,0,1,0.999473833,0.997164461,0.912,0.9375,62.01930378,3827
115,UPT SPF SD INPRES SAMBUNG JAWA 2,SD,Negeri,284,17,6,9,2200,1560,82,-5.1693,119.4089,0.760257511,-0.856795034,2,1,0.47826087,0.178504085,0.897727273,0.998372405,0.992438563,0.864,0.8125,62.01357603,3828
3515,UPTD SDN 2 MAROS,SD,Negeri,356,16,3,16,3500,2574,82,-4.992334,119.586548,1.241376702,-0.380832591,2,1,0.47826087,0.223758642,0.818181818,0.997290187,0.987712665,0.872,0.90625,62.01234369,3829
724,UPTD SD NEGERI 93 BARRU,SD,Negeri,144,11,4,8,900,3666,81,-4.420103,119.628597,-0.030992621,-0.187313248,2,1,0.52173913,0.090509114,0.909090909,0.996124722,0.997164461,0.912,0.875,62.00799255,3830
7988,SMP NEGERI 1 SINOA,SMP,Negeri,205,23,6,14,3500,4169,80,-5.51179,119.962341,1.26446934,-0.548120859,2,1,0.565217391,0.12884978,0.840909091,0.995587882,0.987712665,0.816,0.8125,62.00793682,3831
4580,UPT SD NEGERI 4 BILOKKA,SD,Negeri,109,8,3,7,900,3482,81,-3.792378,119.789064,-0.495096689,-0.071781548,2,1,0.52173913,0.068510371,0.920454545,0.996321101,0.997164461,0.936,0.90625,61.98271661,3832
4955,SD NEGERI 9 MALLANROE,SD,Negeri,125,9,4,7,5500,566,81,-4.355366,119.906122,-0.400902382,-0.106522967,2,1,0.52173913,0.078566939,0.920454545,0.999433277,0.980442053,0.928,0.875,61.97131435,3833
589,SD INPRES KALAMMASSANG,SD,Negeri,107,11,2,7,1300,4098,81,-5.51194,119.960229,-0.71069948,-0.105577891,2,1,0.52173913,0.0672533,0.920454545,0.995663659,0.995710339,0.912,0.9375,61.9618395,3834
6601,SMP NEGERI 4 PITUMPANUA,SMP,Negeri,120,17,4,11,3500,3649,80,-4.166471,120.062546,0.222032587,-0.291539676,2,1,0.565217391,0.075424261,0.875,0.996142866,0.987712665,0.864,0.875,61.96043629,3835
293,UPT SPF SD INPRES GALANGAN KAPAL I,SD,Negeri,309,16,2,8,2300,1900,83,-5.113,119.4333,0.08868163,-0.65046923,2,1,0.434782609,0.194217473,0.909090909,0.998009531,0.992075033,0.872,0.9375,61.95542711,3836
8487,SMAN 16 LUWU,SMA,Negeri,105,14,8,8,900,2088,80,-2.607875,120.340217,0.426942841,-0.450075182,2,1,0.565217391,0.065996229,0.909090909,0.997808883,0.997164461,0.888,0.75,61.95236125,3837
1603,SD NEGERI 199 TANAH KONGKONG,SD,Negeri,108,7,3,7,5500,652,81,-5.619238,120.228369,-0.695726198,-0.024819305,2,1,0.52173913,0.067881835,0.920454545,0.999341491,0.980442053,0.944,0.90625,61.94665601,3838
2996,SD ISLAM BILANTE,SD,Swasta,35,5,1,4,2200,3819,81,-3.074366,120.091532,-1.55202631,0.115645949,2,1,0.52173913,0.021998743,0.954545455,0.995961429,0.992438563,0.96,0.96875,61.94112186,3839
7879,SMPN 3 LAMURU,SMP,Negeri,178,9,4,11,900,631,81,-4.539208,120.211244,0.190653471,-0.234476691,2,1,0.52173913,0.111879321,0.875,0.999363904,0.997164461,0.928,0.875,61.93747488,3840
5345,UPT SD NEGERI 59 PANYANGKALANG,SD,Negeri,228,10,5,7,5500,3769,82,-5.458361,119.497325,0.28686184,-0.154896777,2,1,0.47826087,0.143306097,0.920454545,0.996014792,0.980442053,0.92,0.84375,61.93480862,3841
2949,SD NEGERI 466 BATU TITTI,SD,Negeri,0,7,3,0,900,3754,81,-2.752315,121.332774,-1.547825096,0.054152737,2,1,0.52173913,0,1,0.996030802,0.997164461,0.944,0.90625,61.91773928,3842
7169,UPTD SMPN 14 TANRALILI,SMP,Negeri,560,31,5,20,1300,2312,83,-4.992023,119.592222,3.082592997,-0.864715169,2,1,0.434782609,0.351979887,0.772727273,0.997569813,0.995710339,0.752,0.84375,61.91178055,3843
6628,SMP SATAP NEGERI 5 TAKKALALLA,SMP,Negeri,28,3,1,4,2200,3564,81,-4.188476,120.029675,-1.662618643,0.142596443,2,1,0.52173913,0.017598994,0.954545455,0.996233584,0.992438563,0.976,0.96875,61.90140296,3844
5786,SD NEGERI 263 CEMPALAGI,SD,Negeri,94,9,1,7,5500,4152,81,-3.611063,120.003744,-0.955724661,0.06151754,2,1,0.52173913,0.059082338,0.920454545,0.995606026,0.980442053,0.928,0.96875,61.89596807,3845
3223,SD NEGERI 209 MANTAIPI,SD,Negeri,169,13,3,10,5500,1958,81,-2.599934,121.209002,-0.032207154,-0.168156533,2,1,0.52173913,0.106222502,0.886363636,0.997947629,0.980442053,0.896,0.90625,61.88860859,3846
236,SD MUHAMMADIYAH IDI TELLO BARU,SD,Swasta,199,9,2,8,2200,800,82,-5.142905,119.425465,-0.462123921,-0.134450651,2,1,0.47826087,0.125078567,0.909090909,0.999183534,0.992438563,0.928,0.9375,61.88443507,3847
3338,UPT SD NEGERI 179 RAMPOANG,SD,Negeri,184,10,4,11,1300,4938,81,-2.535098,120.444444,0.064965928,-0.284573717,2,1,0.52173913,0.115650534,0.875,0.994767147,0.995710339,0.92,0.875,61.88061261,3848
8340,SMAN 3 BONE,SMA,Negeri,1309,73,9,42,900,3208,86,-4.550914,120.229275,9.130880775,-2.332484194,2,1,0.304347826,0.822752986,0.522727273,0.996613534,0.997164461,0.416,0.71875,61.87535021,3849
4060,SD NEGERI 45 MANDALLE,SD,Negeri,96,5,1,8,5500,3061,81,-5.040311,119.429968,-0.866501054,0.143277203,2,1,0.52173913,0.060339409,0.909090909,0.996770424,0.980442053,0.96,0.96875,61.87153249,3850
4498,SD NEGERI 2 BATU,SD,Negeri,91,7,2,7,1300,2131,81,-3.837322,119.698892,-0.744318322,0.000827621,2,1,0.52173913,0.057196732,0.920454545,0.99776299,0.995710339,0.944,0.9375,61.86608296,3851
1683,SD NEGERI 315 KAROSI,SD,Negeri,111,6,4,7,900,3837,81,-5.62051,120.125443,-0.42375859,-0.096740684,2,1,0.52173913,0.069767442,0.920454545,0.995942218,0.997164461,0.952,0.875,61.86244131,3852
5950,SD NEGERI 280 ONGKOE,SD,Negeri,92,7,2,7,1300,3428,81,-4.166347,120.190265,-0.934211097,-0.049467728,2,1,0.52173913,0.057825267,0.920454545,0.996378733,0.995710339,0.944,0.9375,61.85483431,3853
1822,SD NEGERI NO 279 TALLETALLE,SD,Negeri,114,7,4,7,1300,4132,81,-5.206196,120.152951,-0.558877709,-0.152765128,2,1,0.52173913,0.071653048,0.920454545,0.995627371,0.995710339,0.944,0.875,61.84345582,3854
59,UPT SPF SD NEGERI BARAYA II,SD,Negeri,292,14,3,7,780,400,83,-5.1281,119.4233,0.019629281,-0.68574395,2,1,0.434782609,0.18353237,0.920454545,0.999610444,0.997600698,0.888,0.90625,61.82734822,3855
137,UPT SPF SD INPRES ANTANG II,SD,Negeri,489,24,2,19,1299,672,83,-5.14846,119.423274,1.827159443,-0.652384607,2,1,0.434782609,0.307353865,0.784090909,0.999320145,0.995713974,0.808,0.9375,61.82674849,3856
4631,SD Neg No 139 Larea  rea,SD,Negeri,132,14,4,7,3500,977,81,-5.115631,120.262598,0.023035238,-0.15182062,2,1,0.52173913,0.082966688,0.920454545,0.998994626,0.987712665,0.888,0.875,61.81459185,3857
2180,SD INPRES JATIA,SD,Negeri,114,9,2,8,3500,3471,81,-5.429477,119.551088,-0.688653134,-0.055052203,2,1,0.52173913,0.071653048,0.909090909,0.996332841,0.987712665,0.928,0.9375,61.81256343,3858
6481,SMP HIDAYATULLAH PAREPARE,SMP,Swasta,90,3,1,8,7700,1793,81,-4.033656,119.681923,-1.148405458,0.156649281,2,1,0.52173913,0.056568196,0.909090909,0.998123729,0.97244438,0.976,0.96875,61.80806104,3859
8525,SMAS ISLAM MARGOLEMBO,SMA,Swasta,52,3,2,5,5500,612,81,-2.59887,121.20342,-1.40922606,-0.220716375,2,1,0.52173913,0.032683847,0.943181818,0.999384182,0.980442053,0.976,0.9375,61.80753997,3860
2948,SD NEGERI 427 MALEWONG,SD,Negeri,74,10,1,12,1300,2058,80,-3.172237,120.534103,-0.643000541,-0.108573506,2,1,0.565217391,0.046511628,0.863636364,0.997840901,0.995710339,0.92,0.96875,61.80418224,3861
9185,SMKN 3 MAKASSAR,SMK,Negeri,1142,85,9,36,50000,7440,84,-5.170493602,119.4315244,10.75730192,5.847496419,2,1,0.391304348,0.717787555,0.590909091,0.992096823,0.818670932,0.32,0.71875,61.80060827,3862
7185,UPTD SMPN 15 SIMBANG,SMP,Negeri,257,19,8,17,5500,4664,80,-4.995616,119.577271,1.778997725,-0.623997518,2,1,0.565217391,0.161533627,0.806818182,0.995059581,0.980442053,0.848,0.75,61.7971693,3863
1385,SD NEGERI 32 CINENNUNG,SD,Negeri,110,7,4,7,1300,1655,81,-4.615187,119.892878,-0.571319906,-0.158994248,2,1,0.52173913,0.069138906,0.920454545,0.998271013,0.995710339,0.944,0.875,61.79589956,3864
5473,UPT SDN 8 MAKALE SELATAN,SD,Negeri,137,11,4,8,2200,1768,81,-3.067262,119.825449,-0.232645775,-0.217557772,2,1,0.52173913,0.086109365,0.909090909,0.998150411,0.992438563,0.912,0.875,61.78759242,3865
9198,SMKN 7 MAKASSAR,SMK,Negeri,984,71,5,35,3400,5474,84,-5.138319766,119.4119229,8.54574627,5.302014418,2,1,0.391304348,0.618478944,0.602272727,0.994195087,0.988076196,0.432,0.84375,61.78510152,3866
999,SD INPRES 12/79 POLEWALI,SD,Negeri,99,7,3,7,900,2286,81,-4.541576,120.228161,-0.568155882,-0.056157317,2,1,0.52173913,0.062225016,0.920454545,0.997597562,0.997164461,0.944,0.90625,61.78464197,3867
5755,SD NEGERI 2 TONDON,SD,Negeri,293,16,5,11,2200,1236,82,-2.96554,119.896618,1.002030136,-0.398478292,2,1,0.47826087,0.184160905,0.875,0.998718202,0.992438563,0.872,0.84375,61.78368005,3868
8132,UPT SPF SMP NEGERI 47 MAKASSAR,SMP,Negeri,673,42,13,20,1543,2038,83,-5.135,119.4302,4.882575605,-1.863764626,2,1,0.434782609,0.4230044,0.772727273,0.997862247,0.994826959,0.664,0.59375,61.78209807,3869
6231,UPT SDN TABANG NO 24 KEPULAUAN SELAYAR,SD,Negeri,114,16,1,7,7700,5427,81,-6.29733,120.855638,-0.559579897,0.019232396,2,1,0.52173913,0.071653048,0.920454545,0.994245249,0.97244438,0.872,0.96875,61.78192755,3870
3820,SD NEGERI 1122 GENTUNG,SD,Negeri,192,13,3,12,1300,3836,81,-5.40177,119.468905,0.332826937,-0.244257566,2,1,0.52173913,0.120678818,0.863636364,0.995943285,0.995710339,0.896,0.90625,61.77198769,3871
659,UPTD SD NEGERI 9 BARRU,SD,Negeri,100,7,3,7,3500,569,81,-4.422464,119.63554,-0.614273856,-0.354345828,2,1,0.52173913,0.062853551,0.920454545,0.999430075,0.987712665,0.944,0.90625,61.76831146,3872
7585,SMP NEGERI 1 BAROMBONG,SMP,Negeri,474,24,7,20,3500,3208,82,-5.287612,119.751493,2.855212364,-0.783604456,2,1,0.47826087,0.297925833,0.772727273,0.996613534,0.987712665,0.808,0.78125,61.75584373,3873
5463,UPT SDN 9 RANTETAYO,SD,Negeri,100,8,3,7,900,1512,81,-3.074271,119.842539,-0.714224193,-0.128160349,2,1,0.52173913,0.062853551,0.920454545,0.998423634,0.997164461,0.936,0.90625,61.75270361,3874
2600,UPT SD NEGERI 42 BANGKALA,SD,Negeri,94,13,1,7,2200,1731,81,-5.629106,119.662087,-0.80412839,-0.060204071,2,1,0.52173913,0.059082338,0.920454545,0.9981899,0.992438563,0.896,0.96875,61.75009974,3875
3009,SD NEGERI 34 PACONNE,SD,Negeri,130,7,3,9,3500,1406,81,-2.782312,120.411966,-0.31246758,-0.05228391,2,1,0.52173913,0.081709617,0.897727273,0.998536765,0.987712665,0.944,0.90625,61.74401268,3876
4208,UPT SD NEGERI 260 PINRANG,SD,Negeri,100,11,1,8,900,633,81,-3.696362,119.98688,-0.696137845,-0.376166541,2,1,0.52173913,0.062853551,0.909090909,0.999361769,0.997164461,0.912,0.96875,61.72922695,3877
8772,SMAIT INSAN MADANI PALOPO,SMA,Swasta,134,19,4,6,7700,1511,81,-2.940805,120.215868,0.028549355,-0.164218465,2,1,0.52173913,0.084223759,0.931818182,0.998424701,0.97244438,0.848,0.875,61.7243457,3878
116,UPT SPF SD INPRES SAMBUNG JAWA 3,SD,Negeri,343,16,6,8,1451,900,83,-5.172,119.406,0.802190365,-0.88083697,2,1,0.434782609,0.215587681,0.909090909,0.999076806,0.995161408,0.872,0.8125,61.71983898,3879
7692,SMP NEGERI 3 ALLA,SMP,Negeri,410,39,7,19,900,4293,81,-3.550789,119.768183,3.067709475,-1.017863604,2,1,0.52173913,0.25769956,0.784090909,0.99545554,0.997164461,0.688,0.78125,61.71613737,3880
7114,SMP NEGERI 3 SEGERI,SMP,Negeri,60,10,4,9,900,3738,80,-4.839664,119.576378,-0.251331613,-0.15004543,2,1,0.565217391,0.037712131,0.897727273,0.996047878,0.997164461,0.92,0.875,61.70995092,3881
6169,UPT SDN SILOKA NO 139 KEPULAUAN SELAYAR,SD,Negeri,17,14,1,7,5500,6240,80,-6.426533,120.349071,-0.943206569,0.052229783,2,1,0.565217391,0.010685104,0.920454545,0.993377554,0.980442053,0.888,0.96875,61.70526707,3882
78,UPT SPF SD INPRES MACCINI,SD,Negeri,488,25,2,13,2500,1461,84,-5.1399,119.4287,1.368360275,-0.922566912,2,1,0.391304348,0.30672533,0.852272727,0.998478065,0.991347971,0.8,0.9375,61.70453397,3883
